0	5306.253125	5363.852297
1	5306.403899	5364.003852
2	5306.553827	5364.15391
3	5306.702276	5364.302131
4	5306.848907	5364.448471
5	5306.993677	5364.593358
6	5307.137009	5364.737391
7	5307.279496	5364.880867
8	5307.421434	5365.023917
9	5307.562948	5365.166282
10	5307.703786	5365.307622
11	5307.84361	5365.447466
12	5307.981953	5365.585173
13	5308.118183	5365.719503
14	5308.251072	5365.850372
15	5308.380536	5365.977479
16	5157.376576	5213.361162
17	5157.527392	5213.510665
18	5157.675291	5213.65551
19	5157.818581	5213.795909
20	5157.957474	5213.93336
21	5158.09345	5214.068716
22	5158.227354	5214.202918
23	5158.360116	5214.336436
24	5158.492202	5214.469356
25	5158.623696	5214.601935
26	5158.754852	5214.733786
27	5158.885289	5214.864612
28	5159.014711	5214.969367
29	5159.118342	5215.064548
30	5159.212501	5215.141949
31	5159.289072	5215.198493
32	5500.887578	5560.568622
33	5501.009643	5560.691968
34	5501.131666	5560.815357
35	5501.253731	5560.938746
36	5501.375797	5561.062093
37	5501.49782	5561.185482
38	5501.619885	5561.308657
39	5501.741739	5561.43179
40	5501.86355	5561.55488
41	5501.98532	5561.677927
42	5502.107047	5561.800974
43	5502.228774	5561.924021
44	5502.350501	5562.047069
45	5502.472228	5562.170116
46	5502.593955	5562.292864
47	5502.715386	5562.415655
48	5502.836859	5562.538445
49	5502.958332	5562.661279
50	5503.079848	5562.784112
51	5503.201364	5562.906946
52	5503.322879	5563.029822
53	5503.444437	5563.152656
54	5503.565953	5563.275489
55	5503.687468	5563.398365
56	5503.809026	5563.521199
57	5503.930542	5563.644075
58	5504.0521	5563.766909
59	5504.173615	5563.889785
60	5504.295173	5564.012618
61	5504.416689	5564.135495
62	5504.538247	5564.258328
63	5504.659763	5564.381162
64	5504.781278	5564.504038
65	5504.902836	5564.626871
66	5505.024352	5564.749748
67	5505.14591	5564.872581
68	5505.267425	5564.995457
69	5505.388983	5565.118291
70	5505.510499	5565.241124
71	5505.632014	5565.364001
72	5509.983534	5569.580601
73	5509.924932	5569.560257
74	5620.178921	5681.15343
75	5620.30069	5681.276477
76	5620.422417	5681.399524
77	5620.544144	5681.522614
78	5620.665914	5681.645662
79	5620.787641	5681.768709
80	5620.909368	5681.891799
81	5621.031137	5682.014931
82	5621.152949	5682.13815
83	5621.274845	5682.261368
84	5621.396741	5682.384671
85	5621.518722	5682.507975
86	5621.640702	5682.631321
87	5621.762725	5682.754711
88	5621.884791	5682.878057
89	5622.006814	5683.001446
90	5622.128879	5683.124835
91	5622.250944	5683.248182
92	5622.372967	5683.371485
93	5622.494948	5683.494832
94	5622.616971	5683.618135
95	5622.738952	5683.741439
96	5622.860932	5683.8647
97	5622.982871	5683.988003
98	5623.104852	5684.111264
99	5623.22679	5684.234525
100	5623.348728	5684.357786
101	5623.470667	5684.481047
102	5623.592605	5684.604308
103	5623.714544	5684.727569
104	5623.836482	5684.850787
105	5623.958378	5684.974048
106	5624.080317	5685.097309
107	5624.202255	5685.22057
108	5624.324194	5685.343831
109	5624.446132	5685.467049
110	5624.568028	5685.59031
111	5624.689967	5685.713571
112	5624.811905	5685.836832
113	5624.933843	5685.96005
114	5432.618123	5491.560509
115	5432.741922	5491.685693
116	5432.865763	5491.809381
117	5432.988125	5491.9326
118	5433.110021	5492.055518
119	5433.231621	5492.178224
120	5433.35301	5492.300886
121	5433.474356	5492.423421
122	5433.595576	5492.545955
123	5433.716795	5492.668404
124	5433.837931	5492.79081
125	5433.959023	5492.913302
126	5434.080201	5493.035836
127	5434.20142	5493.15837
128	5434.32264	5493.280947
129	5434.443902	5493.403567
130	5434.565206	5493.526187
131	5434.68651	5493.648807
132	5434.807815	5493.771469
133	5434.929161	5493.894132
134	5435.050508	5494.016837
135	5435.171896	5494.139542
136	5435.293285	5494.262248
137	5435.414674	5494.384953
138	5435.536063	5494.507701
139	5435.657494	5494.630449
140	5435.778925	5494.753197
141	5435.900356	5494.875945
142	5436.021787	5494.998693
143	5436.143218	5495.121441
144	5436.264649	5495.244189
145	5436.38608	5495.366424
146	5436.507004	5495.4793
147	5436.618668	5495.587687
148	5436.725893	5495.689835
149	5436.826944	5495.784503
150	5436.920597	5495.870666
151	5437.005835	5495.948452
152	5437.082787	5496.017818
153	5340.111588	5397.795504
154	5339.982927	5397.668524
155	5339.85731	5397.542485
156	5339.732623	5397.418199
157	5339.60967	5397.303999
158	5339.496695	5397.190952
159	5339.384862	5397.086069
160	5339.281104	5396.980887
161	5339.177051	5396.875962
162	5339.073251	5396.771506
163	5338.969916	5396.667136
164	5338.866666	5396.562766
165	5338.763416	5396.458354
166	5338.660123	5396.353984
167	5338.556873	5396.249613
168	5338.453623	5396.145286
169	5338.377052	5396.067842
170	5338.273802	5396.046344
171	5338.252534	5396.017281
172	5338.223783	5395.931118
173	5338.138545	5395.85299
174	5338.061255	5395.748663
175	5512.294444	5572.128349
176	5512.445345	5572.280544
177	5512.595908	5572.432227
178	5512.745963	5572.567583
179	5512.879867	5572.701144
180	5513.011995	5572.832569
181	5513.142009	5572.962198
182	5513.270248	5573.090374
183	5513.397049	5573.217738
184	5513.523046	5573.344332
185	5513.648282	5573.470371
186	5513.772969	5573.595769
187	5513.897021	5573.720526
188	5514.02044	5573.72715
189	5974.442153	6039.249135
190	5974.554367	6039.362566
191	5974.666581	6039.475997
192	5974.778795	6039.589428
193	5974.891008	6039.702901
194	5975.003264	6039.816332
195	5975.115478	6039.929763
196	5975.227692	6040.043194
197	5975.339906	6040.156624
198	5975.45212	6040.270055
199	5975.564333	6040.383486
200	5975.676547	6040.496917
201	5975.788761	6040.61039
202	5975.901017	6040.723821
203	5976.013231	6040.837252
204	5976.125445	6040.951067
205	5976.238039	6041.065182
206	5976.350929	6041.179639
207	5976.464158	6041.294309
208	5976.577598	6041.408979
209	5976.691038	6041.523735
210	5976.804562	6041.638448
211	5976.918044	6041.753161
212	5977.031527	6041.867917
213	5977.145051	6041.930445
214	5977.206908	6041.983185
215	5977.259083	6042.027592
