0	0	5453.534265	9689.053403
0	1	5458.320994	9690.58358
0	2	5471.067384	9787.560387
0	3	5488.148924	9860.11265
0	4	5495.093721	9938.129832
0	5	5427.639819	9658.143822
0	6	5439.461662	9684.579456
0	7	5424.93748	9652.081405
0	8	5455.837314	9644.605396
0	9	3910.760063	9111.120017
0	10	3935.221342	9168.268495
0	11	3925.88318	9260.385167
0	12	3989.184939	9196.809945
0	13	4027.973132	9194.536538
0	14	4103.769347	9226.444378
0	15	4123.370219	9254.548634
0	16	4144.822561	9319.7269
0	17	4178.731331	9483.725472
0	18	4178.821647	9553.938749
0	19	4168.594589	9652.613324
0	20	4174.215549	9710.286435
0	21	4196.11947	9760.490823
0	22	4216.464257	9765.299951
0	23	4244.6261	9752.927375
0	24	4269.921611	9788.565932
0	25	4297.646137	9791.145374
0	26	4313.078228	9813.580688
0	27	4330.794355	9759.463418
0	28	4340.912083	9762.684077
0	29	4387.876218	9883.48793
0	30	4405.502029	9953.198435
0	31	4417.359522	10000.00729
0	32	3789.813156	9968.485635
0	33	3785.261723	9941.692959
0	34	3809.632686	9683.858087
0	35	3816.522819	9610.722899
0	36	3893.697537	9236.893303
0	37	3913.462402	9091.300578
0	38	3906.897881	8993.318226
0	39	3875.491804	8799.49577
0	40	7196.766415	9885.928927
0	41	7232.379299	9823.169799
0	42	7281.739175	9678.772069
0	43	7323.298632	9585.176225
0	44	7379.510613	9521.666582
0	45	7383.82675	9512.908138
0	46	7425.424234	9428.551651
0	47	7457.029956	9320.368117
0	48	7473.747857	9292.263861
0	49	7519.297839	9279.169915
0	50	7542.382993	9291.877673
0	51	7608.294399	9282.762189
0	52	7623.816806	9241.119507
0	53	7658.324512	9098.164516
0	54	7689.005687	9052.944134
0	55	7692.993835	9047.049308
0	56	7705.089001	8993.318226
0	57	7710.709962	8903.817428
0	58	7742.714974	8772.229468
0	59	440.540696	8788.988553
0	60	479.7804664	8795.101975
0	61	554.4524899	8773.089282
0	62	618.3531846	8725.478909
0	63	648.0361339	8732.984064
0	64	675.8533521	8771.923433
0	65	701.3485076	8852.199448
0	66	751.2859284	8905.48605
0	67	801.8412983	8922.048397
0	68	807.2626136	8930.413366
0	69	819.1391208	8948.819213
0	70	847.7168918	9026.340909
